,cost,distance,delivery_time_hours,quantity,transport_mode,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
16844,897.19,503,71,10,Морской,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Новосибирск,Оптовый,2023-01-04 11:46:00,2023-01-07 10:46:00,30.5,Зима,Зима
6861,270.13,206,38,10,Морской,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-01-04 11:51:00,2023-01-06 01:51:00,30.5,Зима,Зима
11118,503.72,328,20,2,ЖД,B2B,Физическое лицо,Электроника,Аксессуары,Москва,Сочи,Розничный,2023-01-04 12:35:00,2023-01-05 08:35:00,0.5,Зима,Зима
13133,621.92,736,30,10,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Нижний Новгород,Розничный,2023-01-04 12:55:00,2023-01-05 18:55:00,5.0,Зима,Зима
4916,1776.41,905,27,1,Авиа,VIP,Физическое лицо,Спорттовары,Тренажеры,Новосибирск,Екатеринбург,Розничный,2023-01-04 13:05:00,2023-01-05 16:05:00,73.0,Зима,Зима
3545,147.66,85,28,7,ЖД,B2B,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-01-04 13:20:00,2023-01-05 17:20:00,24.5,Зима,Зима
12061,557.89,707,28,2,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Краснодар,Розничный,2023-01-04 13:47:00,2023-01-05 17:47:00,10.0,Зима,Зима
14976,750.51,851,5,6,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-01-04 14:14:00,2023-01-04 19:14:00,105.0,Зима,Зима
14418,71.19,69,7,8,ЖД,B2B,Физическое лицо,Электроника,Компьютеры,Москва,Владивосток,Розничный,2023-01-04 14:15:00,2023-01-04 21:15:00,17.6,Зима,Зима
17834,986.15,889,12,9,Морской,B2C,Юридическое лицо,Электроника,Аксессуары,Казань,Нижний Новгород,Оптовый,2023-01-04 14:23:00,2023-01-05 02:23:00,0.27,Зима,Зима
1011,1109.37,870,53,10,Грузовик,B2C,Физическое лицо,Одежда,Женская,Сочи,Новосибирск,Розничный,2023-01-04 14:44:00,2023-01-06 19:44:00,3.0,Зима,Зима
12069,558.56,285,71,4,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Нижний Новгород,Розничный,2023-01-04 15:01:00,2023-01-07 14:01:00,40.0,Зима,Зима
9313,403.29,218,28,2,Грузовик,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Екатеринбург,Розничный,2023-01-04 16:18:00,2023-01-05 20:18:00,6.1,Зима,Зима
9986,440.48,656,72,7,ЖД,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-01-04 16:57:00,2023-01-07 16:57:00,63.0,Зима,Зима
1603,118.94,68,33,3,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-01-04 17:45:00,2023-01-06 02:45:00,27.0,Зима,Зима
17508,958.15,734,31,2,ЖД,VIP,Физическое лицо,Одежда,Женская,Казань,Санкт-Петербург,Оптовый,2023-01-04 18:18:00,2023-01-06 01:18:00,0.66,Зима,Зима
11195,507.87,514,3,6,Морской,VIP,Физическое лицо,Электроника,Аксессуары,Москва,Казань,Розничный,2023-01-04 18:21:00,2023-01-04 21:21:00,0.18,Зима,Зима
11056,50.24,46,40,2,Грузовик,B2C,Юридическое лицо,Одежда,Женская,Москва,Москва,Розничный,2023-01-04 18:31:00,2023-01-06 10:31:00,0.66,Зима,Зима
10619,476.73,293,9,1,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Краснодар,Розничный,2023-01-04 19:54:00,2023-01-05 04:54:00,0.25,Зима,Зима
14742,732.79,400,36,8,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Новосибирск,Розничный,2023-01-04 19:58:00,2023-01-06 07:58:00,17.6,Зима,Зима
16499,868.74,582,63,4,Грузовик,B2B,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Новосибирск,Розничный,2023-01-04 20:10:00,2023-01-07 11:10:00,3.92,Зима,Зима
3165,140.86,89,60,2,Авиа,VIP,Физическое лицо,Одежда,Женская,Новосибирск,Сочи,Розничный,2023-01-04 20:12:00,2023-01-07 08:12:00,0.66,Зима,Зима
4156,1586.9,830,51,8,ЖД,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-01-04 20:37:00,2023-01-06 23:37:00,17.6,Зима,Зима
6870,270.68,322,52,9,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Екатеринбург,Розничный,2023-01-04 20:40:00,2023-01-07 00:40:00,1.53,Зима,Зима
5995,223.52,128,31,6,Морской,B2B,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Владивосток,Розничный,2023-01-04 20:42:00,2023-01-06 03:42:00,1.5,Зима,Зима
10146,45.99,32,59,1,ЖД,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Краснодар,Розничный,2023-01-04 20:57:00,2023-01-07 07:57:00,0.33,Зима,Зима
14541,719.8,383,31,1,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Москва,Розничный,2023-01-04 21:14:00,2023-01-06 04:14:00,0.25,Зима,Зима
9644,420.6,261,20,7,Авиа,B2C,Физическое лицо,Одежда,Мужская,Москва,Новосибирск,Розничный,2023-01-04 22:10:00,2023-01-05 18:10:00,3.5,Зима,Зима
13923,675.72,806,3,4,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Москва,Москва,Розничный,2023-01-04 22:41:00,2023-01-05 01:41:00,1.6,Зима,Зима
11851,545.11,485,36,2,Грузовик,VIP,Физическое лицо,Одежда,Женская,Сочи,Калининград,Розничный,2023-01-05 01:17:00,2023-01-06 13:17:00,1.2,Зима,Зима
16483,867.21,799,7,1,ЖД,B2C,Физическое лицо,Одежда,Женская,Москва,Владивосток,Розничный,2023-01-05 01:32:00,2023-01-05 08:32:00,0.3,Зима,Зима
4410,1634.0,900,21,9,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Калининград,Розничный,2023-01-05 01:57:00,2023-01-05 22:57:00,1.53,Зима,Зима
6329,241.77,320,4,2,Морской,B2C,Юридическое лицо,Спорттовары,Тренажеры,Нижний Новгород,Новосибирск,Розничный,2023-01-05 01:59:00,2023-01-05 05:59:00,52.6,Зима,Зима
5665,206.69,214,15,1,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Нижний Новгород,Розничный,2023-01-05 02:15:00,2023-01-05 17:15:00,3.5,Зима,Зима
6966,276.35,147,29,3,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Сочи,Розничный,2023-01-05 02:47:00,2023-01-06 07:47:00,1.7999999999999998,Зима,Зима
1762,1201.75,766,10,8,ЖД,B2B,Юридическое лицо,Электроника,Аксессуары,Сочи,Санкт-Петербург,Розничный,2023-01-05 02:58:00,2023-01-05 12:58:00,2.0,Зима,Зима
5318,19.72,11,18,2,Морской,B2B,Физическое лицо,Одежда,Мужская,Казань,Калининград,Розничный,2023-01-05 03:00:00,2023-01-05 21:00:00,1.4,Зима,Зима
17570,963.65,490,25,3,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Екатеринбург,Розничный,2023-01-05 03:42:00,2023-01-06 04:42:00,0.039,Зима,Зима
15784,81.29,98,68,1,Грузовик,B2B,Физическое лицо,Одежда,Женская,Сочи,Владивосток,Розничный,2023-01-05 03:53:00,2023-01-07 23:53:00,0.3,Зима,Зима
14561,720.25,558,22,4,Авиа,VIP,Физическое лицо,Бытовая техника,Малая техника,Сочи,Екатеринбург,Розничный,2023-01-05 04:05:00,2023-01-06 02:05:00,70.0,Зима,Зима
3127,14.2,10,61,5,Грузовик,B2C,Юридическое лицо,Одежда,Унисекс,Москва,Москва,Розничный,2023-01-05 04:31:00,2023-01-07 17:31:00,2.0,Зима,Зима
832,1088.01,727,29,9,ЖД,B2B,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Калининград,Розничный,2023-01-05 04:49:00,2023-01-06 09:49:00,27.45,Зима,Зима
811,1084.35,748,49,1,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Сочи,Оптовый,2023-01-05 05:00:00,2023-01-07 06:00:00,60.0,Зима,Зима
1475,1162.2,741,70,1,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Краснодар,Оптовый,2023-01-05 05:32:00,2023-01-08 03:32:00,3.5,Зима,Зима
13670,658.51,590,41,2,ЖД,B2B,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Сочи,Розничный,2023-01-05 05:46:00,2023-01-06 22:46:00,140.0,Зима,Зима
5432,194.53,234,7,3,Морской,B2B,Физическое лицо,Одежда,Унисекс,Казань,Владивосток,Оптовый,2023-01-05 06:01:00,2023-01-05 13:01:00,0.54,Зима,Зима
6244,237.64,231,34,6,Морской,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Калининград,Оптовый,2023-01-05 06:42:00,2023-01-06 16:42:00,30.0,Зима,Зима
4581,168.36,267,1,3,ЖД,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Краснодар,Оптовый,2023-01-05 08:27:00,2023-01-05 09:27:00,6.6000000000000005,Зима,Зима
15026,754.67,615,25,6,ЖД,B2C,Физическое лицо,Одежда,Женская,Москва,Калининград,Розничный,2023-01-05 08:31:00,2023-01-06 09:31:00,1.98,Зима,Зима
1525,117.66,87,10,4,Грузовик,VIP,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Владивосток,Розничный,2023-01-05 09:10:00,2023-01-05 19:10:00,0.68,Зима,Зима
11882,547.35,611,12,9,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Сочи,Розничный,2023-01-05 09:10:00,2023-01-05 21:10:00,3.6,Зима,Зима
9763,427.85,635,23,4,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Казань,Калининград,Оптовый,2023-01-05 09:23:00,2023-01-06 08:23:00,2.0,Зима,Зима
7841,326.06,255,14,2,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Оптовый,2023-01-05 10:00:00,2023-01-06 00:00:00,35.0,Зима,Зима
17031,912.99,613,30,6,Морской,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Калининград,Розничный,2023-01-05 10:16:00,2023-01-06 16:16:00,3.6,Зима,Зима
