cost,distance,delivery_time_hours,quantity,transport_mode,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
1170.35,662,68,7,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-04-15 10:12:00,2023-04-18 06:12:00,420.0,Весна,Весна
1173.25,815,61,7,Морской,VIP,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-01-18 20:06:00,2023-01-21 09:06:00,184.1,Зима,Зима
1177.79,774,7,4,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Москва,Розничный,2023-05-23 12:34:00,2023-05-23 19:34:00,2.0,Весна,Весна
1178.34,822,33,9,Авиа,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Владивосток,Розничный,2023-03-29 09:10:00,2023-03-30 18:10:00,19.8,Весна,Весна
1179.42,620,44,10,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Сочи,Розничный,2023-08-15 00:56:00,2023-08-16 20:56:00,22.0,Лето,Лето
1179.59,770,16,6,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Краснодар,Розничный,2023-11-16 17:49:00,2023-11-17 09:49:00,1.02,Осень,Осень
118.9,142,56,3,ЖД,B2B,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-01-27 16:35:00,2023-01-30 00:35:00,1.5,Зима,Зима
118.94,68,33,3,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-01-04 17:45:00,2023-01-06 02:45:00,27.0,Зима,Зима
1180.71,661,8,10,ЖД,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Краснодар,Розничный,2023-10-22 19:35:00,2023-10-23 03:35:00,263.0,Осень,Осень
1183.99,827,57,1,Грузовик,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-12-26 23:29:00,2023-12-29 08:29:00,9.0,Зима,Зима
1184.14,960,63,7,Авиа,B2B,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Москва,Розничный,2023-05-16 05:02:00,2023-05-18 20:02:00,1.1900000000000002,Весна,Весна
1184.6,714,48,6,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-09-06 22:46:00,2023-09-08 22:46:00,0.078,Осень,Осень
1186.2,616,58,8,Грузовик,VIP,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Владивосток,Розничный,2023-02-07 07:51:00,2023-02-09 17:51:00,210.4,Зима,Зима
1187.9,765,25,6,ЖД,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Сочи,Розничный,2023-12-23 01:19:00,2023-12-24 02:19:00,1.02,Зима,Зима
1189.6,739,32,5,Морской,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-03-07 15:51:00,2023-03-08 23:51:00,15.25,Весна,Весна
1189.69,627,16,8,Грузовик,B2C,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Екатеринбург,Розничный,2023-04-24 07:25:00,2023-04-24 23:25:00,4.8,Весна,Весна
119.17,87,39,1,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Калининград,Розничный,2023-05-18 03:28:00,2023-05-19 18:28:00,0.25,Весна,Весна
119.58,124,11,2,Авиа,VIP,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-07-27 10:01:00,2023-07-27 21:01:00,4.4,Лето,Лето
119.95,113,35,2,ЖД,VIP,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Новосибирск,Розничный,2023-12-01 22:31:00,2023-12-03 09:31:00,0.5,Зима,Зима
1190.65,680,59,6,Авиа,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Новосибирск,Розничный,2023-05-27 23:32:00,2023-05-30 10:32:00,1.02,Весна,Весна
1193.0,680,51,6,Авиа,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Новосибирск,Розничный,2023-03-12 14:56:00,2023-03-14 17:56:00,360.0,Весна,Весна
1194.1,923,61,1,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Москва,Розничный,2023-03-20 05:09:00,2023-03-22 18:09:00,0.25,Весна,Весна
1195.29,619,46,1,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Екатеринбург,Розничный,2023-12-01 12:40:00,2023-12-03 10:40:00,0.18,Зима,Зима
1199.13,656,29,9,Грузовик,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Калининград,Розничный,2023-04-15 21:59:00,2023-04-17 02:59:00,236.7,Весна,Весна
12.04,9,69,7,ЖД,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Владивосток,Розничный,2023-02-13 00:50:00,2023-02-15 21:50:00,184.1,Зима,Зима
1203.25,823,64,7,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Сочи,Розничный,2024-01-01 21:30:00,2024-01-04 13:30:00,15.400000000000002,Зима,Зима
1206.72,605,72,3,Грузовик,VIP,Физическое лицо,Одежда,Женская,Санкт-Петербург,Казань,Розничный,2023-03-04 08:49:00,2023-03-07 08:49:00,0.8999999999999999,Весна,Весна
1207.57,717,16,9,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Москва,Розничный,2023-06-27 01:29:00,2023-06-27 17:29:00,630.0,Лето,Лето
121.1,123,40,5,ЖД,B2B,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-08-25 05:00:00,2023-08-26 21:00:00,131.5,Лето,Лето
1212.68,969,21,2,Авиа,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-03-03 20:07:00,2023-03-04 17:07:00,146.0,Весна,Весна
1212.8,882,2,9,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-04-09 05:33:00,2023-04-09 07:33:00,31.5,Весна,Весна
1212.93,727,28,8,Грузовик,B2B,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Калининград,Розничный,2023-08-17 08:55:00,2023-08-18 12:55:00,2.64,Лето,Лето
1216.23,792,19,2,Авиа,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Москва,Розничный,2023-08-14 22:26:00,2023-08-15 17:26:00,1.4,Лето,Лето
1216.76,947,55,10,ЖД,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Калининград,Розничный,2023-08-31 00:18:00,2023-09-02 07:18:00,7.0,Лето,Осень
1219.06,738,70,3,Авиа,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Калининград,Розничный,2023-09-08 01:45:00,2023-09-10 23:45:00,1.5,Осень,Осень
122.77,134,57,10,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Новосибирск,Розничный,2023-05-09 17:25:00,2023-05-12 02:25:00,1.7000000000000002,Весна,Весна
1220.11,745,55,5,Грузовик,B2C,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Краснодар,Розничный,2023-07-16 10:34:00,2023-07-18 17:34:00,0.8500000000000001,Лето,Лето
1227.43,917,50,6,ЖД,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-06-21 04:02:00,2023-06-23 06:02:00,420.0,Лето,Лето
1228.57,676,26,2,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Москва,Розничный,2023-11-28 05:18:00,2023-11-29 07:18:00,0.34,Осень,Осень
123.98,78,64,2,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-08-16 16:03:00,2023-08-19 08:03:00,52.6,Лето,Лето
1232.34,770,20,6,Морской,B2B,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Новосибирск,Розничный,2023-04-04 09:20:00,2023-04-05 05:20:00,1.08,Весна,Весна
1236.0,675,18,10,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-05-26 10:05:00,2023-05-27 04:05:00,35.0,Весна,Весна
1241.96,820,35,7,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Новосибирск,Розничный,2023-11-02 18:47:00,2023-11-04 05:47:00,1.1900000000000002,Осень,Осень
125.03,137,42,5,ЖД,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Екатеринбург,Розничный,2023-07-18 15:53:00,2023-07-20 09:53:00,3.5,Лето,Лето
125.31,167,18,1,Авиа,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-01-06 18:54:00,2023-01-07 12:54:00,0.17,Зима,Зима
1252.92,640,19,2,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Казань,Розничный,2023-06-18 15:12:00,2023-06-19 10:12:00,1.0,Лето,Лето
1253.28,637,39,1,Морской,B2B,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Сочи,Розничный,2023-01-20 22:08:00,2023-01-22 13:08:00,60.0,Зима,Зима
