,cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
3090,576.73,644,51,5,B2C,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-01-14 23:12:00,2023-01-17 02:12:00,0.8500000000000001,Зима,Зима
4450,996.01,736,25,1,B2C,Физическое лицо,Одежда,Мужская,Москва,Москва,Розничный,2023-01-15 10:07:00,2023-01-16 11:07:00,0.3,Зима,Зима
2107,355.11,328,22,6,B2B,Юридическое лицо,Электроника,Компьютеры,Москва,Москва,Розничный,2023-01-15 11:05:00,2023-01-16 09:05:00,13.2,Зима,Зима
1721,267.56,226,23,10,VIP,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Москва,Розничный,2023-01-15 12:22:00,2023-01-16 11:22:00,22.0,Зима,Зима
718,136.55,117,49,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Розничный,2023-01-15 12:43:00,2023-01-17 13:43:00,27.45,Зима,Зима
3947,82.49,62,63,3,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Санкт-Петербург,Розничный,2023-01-15 12:58:00,2023-01-18 03:58:00,78.9,Зима,Зима
4179,900.93,892,52,5,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Новосибирск,Розничный,2023-01-15 14:09:00,2023-01-17 18:09:00,1.25,Зима,Зима
1103,1639.3,886,54,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Калининград,Розничный,2023-01-15 17:06:00,2023-01-17 23:06:00,70.0,Зима,Зима
307,1143.23,658,29,6,B2C,Физическое лицо,Одежда,Женская,Сочи,Краснодар,Розничный,2023-01-16 00:24:00,2023-01-17 05:24:00,1.7999999999999998,Зима,Зима
2100,352.89,479,6,10,B2B,Юридическое лицо,Электроника,Мобильные устройства,Казань,Казань,Оптовый,2023-01-16 01:23:00,2023-01-16 07:23:00,5.0,Зима,Зима
3724,75.96,53,41,1,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Краснодар,Розничный,2023-01-16 04:05:00,2023-01-17 21:05:00,0.3,Зима,Зима
2585,458.23,277,25,5,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-01-16 06:47:00,2023-01-17 07:47:00,25.0,Зима,Зима
655,1325.5,994,49,5,VIP,Юридическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Оптовый,2023-01-16 10:57:00,2023-01-18 11:57:00,4.9,Зима,Зима
4337,956.55,583,50,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Краснодар,Розничный,2023-01-16 18:12:00,2023-01-18 20:12:00,15.25,Зима,Зима
545,1276.19,747,5,1,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-01-16 21:26:00,2023-01-17 02:26:00,17.5,Зима,Зима
1762,275.9,223,10,5,VIP,Физическое лицо,Спорттовары,Тренажеры,Москва,Казань,Розничный,2023-01-16 21:49:00,2023-01-17 07:49:00,131.5,Зима,Зима
1415,202.74,268,39,4,B2C,Юридическое лицо,Электроника,Компьютеры,Москва,Владивосток,Розничный,2023-01-16 22:12:00,2023-01-18 13:12:00,20.0,Зима,Зима
1090,1628.56,982,7,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Нижний Новгород,Розничный,2023-01-16 22:49:00,2023-01-17 05:49:00,0.8500000000000001,Зима,Зима
373,1175.22,649,17,1,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Нижний Новгород,Розничный,2023-01-17 04:49:00,2023-01-17 21:49:00,0.4,Зима,Зима
480,1240.12,909,31,2,B2B,Физическое лицо,Одежда,Мужская,Сочи,Краснодар,Розничный,2023-01-17 04:50:00,2023-01-18 11:50:00,1.4,Зима,Зима
4381,972.22,667,22,9,VIP,Физическое лицо,Одежда,Мужская,Москва,Москва,Розничный,2023-01-17 06:51:00,2023-01-18 04:51:00,6.3,Зима,Зима
2778,502.28,400,29,8,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Розничный,2023-01-17 07:14:00,2023-01-18 12:14:00,28.0,Зима,Зима
1748,273.8,188,31,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Москва,Оптовый,2023-01-17 08:04:00,2023-01-18 15:04:00,63.0,Зима,Зима
1393,197.63,294,28,5,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Екатеринбург,Розничный,2023-01-17 08:31:00,2023-01-18 12:31:00,2.5,Зима,Зима
4397,98.24,59,15,4,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Санкт-Петербург,Розничный,2023-01-17 08:51:00,2023-01-17 23:51:00,1.0,Зима,Зима
2091,350.91,247,14,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Казань,Розничный,2023-01-17 12:01:00,2023-01-18 02:01:00,0.8500000000000001,Зима,Зима
3507,690.3,702,7,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Новосибирск,Розничный,2023-01-17 12:11:00,2023-01-17 19:11:00,0.34,Зима,Зима
3930,813.58,433,24,10,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Новосибирск,Розничный,2023-01-17 12:26:00,2023-01-18 12:26:00,3.0,Зима,Зима
824,1425.18,920,16,8,B2B,Юридическое лицо,Электроника,Аксессуары,Нижний Новгород,Казань,Розничный,2023-01-17 15:15:00,2023-01-18 07:15:00,0.104,Зима,Зима
3396,654.83,753,30,1,B2B,Физическое лицо,Электроника,Аксессуары,Москва,Москва,Розничный,2023-01-17 17:18:00,2023-01-18 23:18:00,0.25,Зима,Зима
2450,423.78,442,26,7,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Санкт-Петербург,Розничный,2023-01-17 20:36:00,2023-01-18 22:36:00,0.21,Зима,Зима
3223,61.27,108,54,7,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Краснодар,Оптовый,2023-01-17 21:14:00,2023-01-20 03:14:00,1.1900000000000002,Зима,Зима
189,108.1,104,35,7,B2C,Физическое лицо,Одежда,Женская,Сочи,Екатеринбург,Розничный,2023-01-17 22:15:00,2023-01-19 09:15:00,2.1,Зима,Зима
1413,202.55,117,19,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Краснодар,Розничный,2023-01-18 00:06:00,2023-01-18 19:06:00,0.8500000000000001,Зима,Зима
1129,166.14,107,16,1,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Нижний Новгород,Розничный,2023-01-18 00:37:00,2023-01-18 16:37:00,0.25,Зима,Зима
4362,968.02,659,64,2,B2B,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Москва,Розничный,2023-01-18 02:18:00,2023-01-20 18:18:00,10.0,Зима,Зима
354,1166.72,711,50,8,VIP,Физическое лицо,Одежда,Мужская,Новосибирск,Москва,Розничный,2023-01-18 03:02:00,2023-01-20 05:02:00,5.6,Зима,Зима
439,1212.0,792,30,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Нижний Новгород,Розничный,2023-01-18 04:32:00,2023-01-19 10:32:00,10.5,Зима,Зима
2917,532.93,584,71,7,B2C,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-01-18 05:50:00,2023-01-21 04:50:00,2.1,Зима,Зима
465,123.63,84,39,4,B2C,Физическое лицо,Одежда,Унисекс,Казань,Калининград,Розничный,2023-01-18 09:03:00,2023-01-20 00:03:00,0.72,Зима,Зима
2484,434.25,256,3,4,B2B,Физическое лицо,Одежда,Женская,Москва,Нижний Новгород,Розничный,2023-01-18 09:05:00,2023-01-18 12:05:00,1.32,Зима,Зима
1341,188.94,279,47,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-01-18 15:28:00,2023-01-20 14:28:00,6.1,Зима,Зима
3992,835.47,490,34,2,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Екатеринбург,Розничный,2023-01-18 16:51:00,2023-01-20 02:51:00,10.0,Зима,Зима
2705,485.86,290,15,8,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Владивосток,Розничный,2023-01-18 19:47:00,2023-01-19 10:47:00,40.0,Зима,Зима
1182,171.85,202,53,1,B2C,Физическое лицо,Одежда,Женская,Москва,Казань,Розничный,2023-01-18 21:15:00,2023-01-21 02:15:00,0.3,Зима,Зима
882,1469.22,844,10,8,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Екатеринбург,Розничный,2023-01-18 22:22:00,2023-01-19 08:22:00,2.0,Зима,Зима
1914,313.66,558,66,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Краснодар,Розничный,2023-01-18 22:49:00,2023-01-21 16:49:00,4.0,Зима,Зима
1221,175.1,135,20,6,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Екатеринбург,Розничный,2023-01-19 05:29:00,2023-01-20 01:29:00,0.18,Зима,Зима
996,155.55,94,48,3,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Санкт-Петербург,Розничный,2023-01-19 05:37:00,2023-01-21 05:37:00,0.8999999999999999,Зима,Зима
1285,1803.41,926,53,6,B2C,Физическое лицо,Одежда,Мужская,Казань,Санкт-Петербург,Оптовый,2023-01-19 07:28:00,2023-01-21 12:28:00,4.199999999999999,Зима,Зима
810,1412.06,786,21,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Санкт-Петербург,Оптовый,2023-01-19 08:00:00,2023-01-20 05:00:00,120.0,Зима,Зима
3597,714.32,432,26,7,B2C,Физическое лицо,Одежда,Мужская,Сочи,Казань,Розничный,2023-01-19 14:25:00,2023-01-20 16:25:00,3.5,Зима,Зима
3230,61.92,64,28,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-01-19 17:14:00,2023-01-20 21:14:00,18.3,Зима,Зима
3699,745.3,766,45,3,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Владивосток,Розничный,2023-01-19 18:09:00,2023-01-21 15:09:00,0.09,Зима,Зима
3845,788.64,969,59,3,B2C,Физическое лицо,Одежда,Унисекс,Москва,Новосибирск,Розничный,2023-01-19 20:52:00,2023-01-22 07:52:00,1.2000000000000002,Зима,Зима
2730,490.34,680,52,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Казань,Розничный,2023-01-19 21:25:00,2023-01-22 01:25:00,31.5,Зима,Зима
3566,704.72,448,50,9,B2C,Физическое лицо,Одежда,Мужская,Нижний Новгород,Санкт-Петербург,Розничный,2023-01-20 01:54:00,2023-01-22 03:54:00,4.5,Зима,Зима
